[16сент.2025 18:09:15.752] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[16сент.2025 18:09:15.758] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.12 by Oracle Corporation; OS Windows 10 arch amd64 version 10.0
[16сент.2025 18:09:18.487] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[16сент.2025 18:09:18.499] [main/INFO] [mixin-transmog/]: Mixin Transmogrifier is definitely up to no good...
[16сент.2025 18:09:18.528] [main/INFO] [mixin-transmog/]: crimes against java were committed
[16сент.2025 18:09:18.553] [main/INFO] [mixin-transmog/]: Original mixin transformation service successfully crobbed by mixin-transmogrifier!
[16сент.2025 18:09:18.587] [main/WARN] [CrashAssistantJarInJarHelper/]: launchTarget: forgeserver. Crash Assistant is client only mod. Mod will do nothing!
[16сент.2025 18:09:18.673] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/E:/WarTimeProjectServer/mods/Connector-1.0.0-beta.46+1.20.1.jar%23250%23256!/ Service=ModLauncher Env=SERVER
[16сент.2025 18:09:18.694] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[16сент.2025 18:09:18.695] [main/INFO] [Mods Optimizer/]: Game Directory: E:\WarTimeProjectServer
[16сент.2025 18:09:18.695] [main/INFO] [Mods Optimizer/]: Mods Directory: E:\WarTimeProjectServer\mods
[16сент.2025 18:09:18.696] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[16сент.2025 18:09:18.698] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from E:\WarTimeProjectServer\config\mods_optimizer\config.toml
[16сент.2025 18:09:18.719] [main/INFO] [Mods Optimizer/]: [Mods Database Updater] ⏳ Local mods-database.json is still fresh (last update: 2025-09-16T14:05:03.482313Z).
[16сент.2025 18:09:18.730] [main/INFO] [Mods Optimizer/]: Mods Optimizer Mods Database Config File loaded with 346 mods client: 306, server: 18, default: 22.
[16сент.2025 18:09:18.730] [main/INFO] [Mods Optimizer/]: ♻ init with game dir E:\WarTimeProjectServer and mods dir E:\WarTimeProjectServer\mods for target SERVER in 34 ms.
[16сент.2025 18:09:18.731] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[16сент.2025 18:09:18.734] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~174 mods in E:\WarTimeProjectServer\mods with file extension .jar ...
[16сент.2025 18:09:18.863] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml or META-INF/neoforge.mods.toml file for E:\WarTimeProjectServer\mods\Connector-1.0.0-beta.46+1.20.1.jar!
[16сент.2025 18:09:18.864] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-09-27T11:02:38.011048003:
[16сент.2025 18:09:18.865] [main/ERROR] [Mods Optimizer/]: Json file fabric.mod.json not found in java.util.jar.JarFile@4a183d02
[16сент.2025 18:09:18.865] [main/WARN] [Mods Optimizer/]: ⚠ Found no id tag inside the fabric.mod.json file E:\WarTimeProjectServer\mods\Connector-1.0.0-beta.46+1.20.1.jar!
[16сент.2025 18:09:18.866] [main/WARN] [Mods Optimizer/]: ⚠ Found no name tag inside the fabric.mod.json file E:\WarTimeProjectServer\mods\Connector-1.0.0-beta.46+1.20.1.jar!
[16сент.2025 18:09:18.866] [main/WARN] [Mods Optimizer/]: ⚠ Found no version tag inside the fabric.mod.json file E:\WarTimeProjectServer\mods\Connector-1.0.0-beta.46+1.20.1.jar!
[16сент.2025 18:09:18.867] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-09-27T11:02:38.011048003:
[16сент.2025 18:09:18.949] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file E:\WarTimeProjectServer\mods\Geophilic v3.4.3 f15-80.mod.jar, which is expected in some cases.
[16сент.2025 18:09:19.023] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml or META-INF/neoforge.mods.toml file for E:\WarTimeProjectServer\mods\kotlinforforge-4.11.0-all.jar!
[16сент.2025 18:09:19.050] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file E:\WarTimeProjectServer\mods\Patchouli-1.20.1-84.1-FORGE.jar!
[16сент.2025 18:09:19.052] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.paxi[0] section of the mods.toml file E:\WarTimeProjectServer\mods\Paxi-1.20-Forge-4.0.jar!
[16сент.2025 18:09:19.107] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.tectonic[0] section of the mods.toml file E:\WarTimeProjectServer\mods\tectonic-3.0.12-forge-1.20.1.jar!
[16сент.2025 18:09:19.146] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[0] section of the mods.toml file E:\WarTimeProjectServer\mods\YungsApi-1.20-Forge-4.0.6.jar!
[16сент.2025 18:09:19.147] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 library mods in 150 mods.
[16сент.2025 18:09:19.148] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 data pack mods in 150 mods.
[16сент.2025 18:09:19.149] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 server mods in 150 mods.
[16сент.2025 18:09:19.149] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 service mods in 150 mods.
[16сент.2025 18:09:19.150] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 146 default mods in 150 mods.
[16сент.2025 18:09:19.151] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[16сент.2025 18:09:19.151] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[16сент.2025 18:09:19.152] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[16сент.2025 18:09:19.153] [main/INFO] [Mods Optimizer/]: | org.sinytra.connector              | 1.0.0-beta.46+1.20.1   | MIXED    | SERVICE           | 2025-09-16 18:03:35 |
[16сент.2025 18:09:19.154] [main/INFO] [Mods Optimizer/]: | kubejs                             | 2001.6.5-build.16      | FORGE    | BOTH              | 2024-10-28 09:20:21 |
[16сент.2025 18:09:19.155] [main/INFO] [Mods Optimizer/]: | otyacraftengine                    | 3.7.0-alpha.2          | FORGE    | BOTH              | 2025-09-16 18:03:36 |
[16сент.2025 18:09:19.156] [main/INFO] [Mods Optimizer/]: | timeclock                          | 1.0.0                  | FABRIC   | BOTH              | 2025-09-16 18:03:37 |
[16сент.2025 18:09:19.156] [main/INFO] [Mods Optimizer/]: | shupapiumvs                        | 1.0.1                  | FORGE    | BOTH              | 2025-06-30 17:38:27 |
[16сент.2025 18:09:19.157] [main/INFO] [Mods Optimizer/]: | explosionoverhaul                  | 1.5.4-a                | FORGE    | BOTH              | 2025-08-28 10:08:25 |
[16сент.2025 18:09:19.157] [main/INFO] [Mods Optimizer/]: | cccbridge                          | 1.7.0                  | FORGE    | BOTH              | 2025-06-29 20:41:56 |
[16сент.2025 18:09:19.158] [main/INFO] [Mods Optimizer/]: | createdeco                         | 2.0.2-1.20.1-forge     | FORGE    | BOTH              | 2025-09-16 18:03:35 |
[16сент.2025 18:09:19.159] [main/INFO] [Mods Optimizer/]: | geckolib                           | 4.7.3                  | FORGE    | BOTH              | 2025-07-20 10:06:20 |
[16сент.2025 18:09:19.162] [main/INFO] [Mods Optimizer/]: | kill_tool                          | 1.0.0                  | FORGE    | BOTH              | 2025-08-18 15:47:57 |
[16сент.2025 18:09:19.163] [main/INFO] [Mods Optimizer/]: | botarium                           | 2.3.4                  | FORGE    | BOTH              | 2025-09-16 18:03:34 |
[16сент.2025 18:09:19.164] [main/INFO] [Mods Optimizer/]: | playeranimator                     | 1.0.2-rc1+1.20         | FORGE    | BOTH              | 2025-08-22 15:51:55 |
[16сент.2025 18:09:19.165] [main/INFO] [Mods Optimizer/]: | wariumcomputers                    | 1.0.0                  | FORGE    | UNKNOWN           | 2025-06-25 15:31:06 |
[16сент.2025 18:09:19.165] [main/INFO] [Mods Optimizer/]: | kubejsadditions                    | 4.3.4                  | FORGE    | BOTH              | 2025-03-13 23:25:58 |
[16сент.2025 18:09:19.166] [main/INFO] [Mods Optimizer/]: | crusty_fix                         | 0.0.0                  | FORGE    | UNKNOWN           | 2025-08-24 01:41:56 |
[16сент.2025 18:09:19.166] [main/INFO] [Mods Optimizer/]: | sound_physics_remastered           | 1.20.1-1.4.10          | FORGE    | BOTH              | 2025-03-26 21:48:05 |
[16сент.2025 18:09:19.167] [main/INFO] [Mods Optimizer/]: | immersivefixes                     | 1.0.2                  | FORGE    | UNKNOWN           | 2025-08-12 21:40:23 |
[16сент.2025 18:09:19.167] [main/INFO] [Mods Optimizer/]: | ritchiesprojectilelib              | 2.1.0                  | FORGE    | BOTH              | 2025-08-14 23:48:25 |
[16сент.2025 18:09:19.168] [main/INFO] [Mods Optimizer/]: | modernfix                          | 5.24.4+mc1.20.1        | FORGE    | BOTH              | 2025-08-28 10:08:25 |
[16сент.2025 18:09:19.169] [main/INFO] [Mods Optimizer/]: | yungsapi                           | 1.204.0-6              | FORGE    | UNKNOWN           | 2024-09-30 02:13:42 |
[16сент.2025 18:09:19.169] [main/INFO] [Mods Optimizer/]: | clientcrafting                     | 1.20.1-1.8             | FORGE    | BOTH              | 2024-02-10 20:56:26 |
[16сент.2025 18:09:19.169] [main/INFO] [Mods Optimizer/]: | createcasing                       | 1.20.1-1.6.2-fix3      | FORGE    | BOTH              | 2025-02-20 20:29:32 |
[16сент.2025 18:09:19.170] [main/INFO] [Mods Optimizer/]: | createpropulsion                   | 0.2.1                  | FORGE    | BOTH              | 2025-08-12 08:35:12 |
[16сент.2025 18:09:19.170] [main/INFO] [Mods Optimizer/]: | vs_clockwork                       | 1.20.1-0.1.16-forge-b3b22e39fe | FORGE    | BOTH              | 2025-08-14 23:48:24 |
[16сент.2025 18:09:19.171] [main/INFO] [Mods Optimizer/]: | createdieselgenerators             | 1.20.1-1.2i            | FORGE    | BOTH              | 2024-06-05 18:06:03 |
[16сент.2025 18:09:19.172] [main/INFO] [Mods Optimizer/]: | clayworks                          | 3.0.4                  | FORGE    | BOTH              | 2025-03-19 00:02:36 |
[16сент.2025 18:09:19.172] [main/INFO] [Mods Optimizer/]: | superbwarfare                      | 0.8.7                  | FORGE    | BOTH              | 2025-08-24 22:40:48 |
[16сент.2025 18:09:19.173] [main/INFO] [Mods Optimizer/]: | balm                               | 7.3.34                 | FORGE    | BOTH              | 2025-08-03 06:19:42 |
[16сент.2025 18:09:19.173] [main/INFO] [Mods Optimizer/]: | melody                             | 1.0.2                  | FORGE    | BOTH              | 2024-02-15 11:41:44 |
[16сент.2025 18:09:19.174] [main/INFO] [Mods Optimizer/]: | interiors                          | 0.5.6                  | FORGE    | BOTH              | 2025-08-14 23:48:25 |
[16сент.2025 18:09:19.174] [main/INFO] [Mods Optimizer/]: | cloth_config                       | 11.1.136               | FORGE    | BOTH              | 2025-08-24 21:50:55 |
[16сент.2025 18:09:19.174] [main/INFO] [Mods Optimizer/]: | crash_assistant                    | 1.9.15                 | FORGE    | BOTH              | 2025-09-16 18:03:35 |
[16сент.2025 18:09:19.175] [main/INFO] [Mods Optimizer/]: | derelict                           | 2.1.0                  | FABRIC   | BOTH              | 2025-09-16 18:03:35 |
[16сент.2025 18:09:19.179] [main/INFO] [Mods Optimizer/]: | fabric_api                         | 0.0.0                  | FORGE    | BOTH              | 2025-09-16 18:03:35 |
[16сент.2025 18:09:19.180] [main/INFO] [Mods Optimizer/]: | cbcmodernwarfare                   | 0.0.0                  | FORGE    | BOTH              | 2025-09-16 18:03:34 |
